event_type,canonical_regime,canonical_family,legacy_family,default_executable,detector,enabled,tags,instrument_classes,sequence_eligible,subtype,phase,evidence_mode,layer,disposition,asset_scope,venue_scope,research_only,strategy_only,is_composite,is_context_tag,is_strategy_construct,deconflict_priority,reports_dir,events_file,signal_column,templates,horizons,conditioning_cols,max_candidates_per_run,accel_lookback,accel_near_zero_cutoff,accel_quantile,alignment_window,anchor_quantile,auc_horizon_bars,band_z_threshold,basis_lookback,breakout_strength_min,breakout_window,breakout_z_threshold,cascade_window_bars,cluster_window,compression_quantile,compression_ratio_max,compression_window,context_max_entropy,context_min_confidence,cooldown_bars,cooldown_quantile,cooldown_ratio,crossover_confirm_bars,depth_quantile,desync_z_threshold,event_spacing_bars,expansion_quantile,expansion_z_threshold,funding_abs_quantile,funding_extreme_quantile,funding_pct_window,funding_quantile,htf_lookback,htf_window,imbalance_abs_quantile,interaction_min_rows_per_year,lead_lag_window,liq_cooldown_ratio,liq_multiplier,liquidation_abs_min,liquidation_cooldown_abs_max,liquidation_multiplier,liquidation_quantile,liquidation_spike_z_threshold,lookback_window,low_volume_quantile,max_gap_bars,max_range_ratio,max_trend_persistence_bars,max_vacuum_bars,median_window,merge_gap_bars,min_basis_bps,min_breakout_distance,min_event_spacing,min_events_calibration,min_flip_abs,min_hazard_events,min_history_bars,min_occurrences,min_pair_observations,min_periods,min_prior_extreme_abs,min_spacing,min_trend_duration_bars,min_vacuum_bars,min_volume_quantile,normalization_lookback,oi_change_z_threshold,oi_drop_abs_min,oi_drop_quantile,oi_window,persistence_bars,phase_tolerance_bars,post_cluster_lookback,post_horizon_bars,post_window,pre_window,price_quantile,pullback_quantile,pullback_window,range_expansion_threshold,range_multiplier,range_quantile,range_window,rebound_quantile,rebound_return_min,rebound_window,rebound_window_bars,regime_window,ret_quantile,ret_window,return_abs_min,return_quantile,reversal_alignment_window,reversal_quantile,reversal_window,revert_z,rv_decay_ratio,rv_peak_decay_ratio,rv_quantile,rv_window,session_range_quantile,session_vol_z_min,shock_change_quantile,shock_quantile,shock_quantiles,shock_threshold_mode,slippage_z_threshold,slope_fast_window,slope_slow_window,slow_trend_quantile,spike_z_th,spread_abs_min,spread_quantile,spread_z_threshold,threshold_bps,threshold_window,threshold_z,transition_z_threshold,trend_peak_multiplier,trend_quantile,trend_strength_ratio,trend_window,vol_burst_quantile,vol_lookback_window,vol_quantile,vol_ratio_floor,vol_window,volume_quantile,volume_window,wick_quantile,wick_ratio_min,window,window_end,z_threshold,zscore_quantile
LIQUIDATION_CASCADE,LIQUIDATION_CASCADE,LIQUIDATION_CASCADE,LIQUIDATION_CASCADE,True,,True,,,True,liquidation_cascade,cascade,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,100,liquidation_cascade,liquidation_cascade_events.parquet,liquidation_cascade_event,reversal_or_squeeze|mean_reversion|continuation|exhaustion_reversal|convexity_capture|only_if_funding|only_if_oi|tail_risk_avoid,5m|15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,288,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIQUIDATION_EXHAUSTION_REVERSAL,TREND_FAILURE_EXHAUSTION,TREND_FAILURE_EXHAUSTION,LIQUIDATION_EXHAUSTION_REVERSAL,True,,True,,,True,liquidation_exhaustion_reversal,recovery,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,75,forced_flow_and_exhaustion,forced_flow_and_exhaustion_events.parquet,liquidation_exhaustion_reversal_event,mean_reversion|exhaustion_reversal|momentum_fade|range_reversion|only_if_trend|drawdown_filter,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,400,,,,,,,,,,,,,12,,,,,,24,,,,,,,,,,,,,,,,,,0.55,,25.0,100000.0,0.9,0.85,,,,,,,,,0,,,,,,,,0,,,,,,,,,,5.0,0.8,,,,48,,,,,,,,,,,0.7,0.001,6,12,,,,0.0025,0.75,,0.65,3,,,1.01,,,,,,,,,,,,,,5.0,0.7,,,2880,,,,,,,,,,,,,,0.7,0.55,,,,
LIQUIDITY_GAP_PRINT,LIQUIDITY_STRESS,LIQUIDITY_STRESS,LIQUIDITY_GAP_PRINT,True,,True,,,True,gap_print,shock,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,liquidity_gap_print_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
LIQUIDITY_SHOCK,LIQUIDITY_STRESS,LIQUIDITY_STRESS,LIQUIDITY_SHOCK,True,,True,,,True,liquidity_shock,shock,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,80,liquidity_shock,liquidity_shock_events.parquet,liquidity_shock_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIQUIDITY_STRESS_DIRECT,LIQUIDITY_STRESS,LIQUIDITY_STRESS,LIQUIDITY_STRESS_DIRECT,True,,True,,,True,liquidity_stress,shock,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_shock,liquidity_shock_events.parquet,liquidity_stress_direct_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIQUIDITY_STRESS_PROXY,LIQUIDITY_STRESS,LIQUIDITY_STRESS,LIQUIDITY_STRESS_PROXY,True,,True,,,True,liquidity_stress,shock,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_shock,liquidity_shock_events.parquet,liquidity_stress_proxy_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIQUIDITY_VACUUM,LIQUIDITY_STRESS,LIQUIDITY_STRESS,LIQUIDITY_VACUUM,True,,True,,,True,liquidity_vacuum,collapse,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,85,liquidity_vacuum,liquidity_vacuum_events.parquet,liquidity_vacuum_event,mean_reversion|stop_run_repair|overshoot_repair|continuation|only_if_liquidity|slippage_aware_filter,15m,,1000,,,,,,96,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,2,,,,1,,,,3,,,,,,1,,,,,,,,,,96,,,,,,0.02,1.05,,24,,,,,,,,,,,,,,,,,,,,,0.99,"0.5,0.6,0.7",rolling,,,,,,,,,,,,,,,,,,,,0.95,,,24,,,,,,
MOMENTUM_DIVERGENCE_TRIGGER,TREND_FAILURE_EXHAUSTION,TREND_FAILURE_EXHAUSTION,MOMENTUM_DIVERGENCE_TRIGGER,True,,True,,,True,momentum_divergence,exhaustion,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,70,forced_flow_and_exhaustion,forced_flow_and_exhaustion_events.parquet,momentum_divergence_trigger_event,mean_reversion|exhaustion_reversal|momentum_fade|range_reversion|only_if_trend|drawdown_filter,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,12,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,72,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
OI_FLUSH,POSITIONING_UNWIND_DELEVERAGING,POSITIONING_UNWIND_DELEVERAGING,OI_FLUSH,True,,True,,,True,oi_flush,unwind,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,90,oi_shocks,oi_shock_events.parquet,oi_flush_event,reversal_or_squeeze|mean_reversion|continuation|exhaustion_reversal|convexity_capture|only_if_funding|only_if_oi|tail_risk_avoid,5m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
OI_SPIKE_NEGATIVE,POSITIONING_EXPANSION,POSITIONING_EXPANSION,OI_SPIKE_NEGATIVE,True,,True,,,True,oi_spike_negative,expansion,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,85,oi_shocks,oi_shock_events.parquet,oi_spike_neg_event,reversal_or_squeeze|mean_reversion|continuation|exhaustion_reversal|convexity_capture|only_if_funding|only_if_oi|tail_risk_avoid,5m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,250,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
OI_SPIKE_POSITIVE,POSITIONING_EXPANSION,POSITIONING_EXPANSION,OI_SPIKE_POSITIVE,True,,True,,,True,oi_spike_positive,expansion,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,85,oi_shocks,oi_shock_events.parquet,oi_spike_pos_event,reversal_or_squeeze|mean_reversion|continuation|exhaustion_reversal|convexity_capture|only_if_funding|only_if_oi|tail_risk_avoid,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,250,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
ORDERFLOW_IMBALANCE_SHOCK,LIQUIDITY_STRESS,LIQUIDITY_STRESS,ORDERFLOW_IMBALANCE_SHOCK,True,,True,,,True,orderflow_imbalance,shock,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,orderflow_imbalance_shock_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,288,0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.998,288,,,,,,,,,0.92,288,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,288,,,,,,,3.0,
OVERSHOOT_AFTER_SHOCK,STATISTICAL_STRETCH_OVERSHOOT,STATISTICAL_STRETCH_OVERSHOOT,OVERSHOOT_AFTER_SHOCK,True,,True,,,True,overshoot_after_shock,overshoot,statistical,canonical,keep,single_asset,single_venue,False,False,False,False,False,60,statistical_dislocation,statistical_dislocation_events.parquet,overshoot_after_shock_event,mean_reversion|overshoot_repair|tail_risk_avoid,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,350,,,,,,,3.0,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POST_DELEVERAGING_REBOUND,POSITIONING_UNWIND_DELEVERAGING,POSITIONING_UNWIND_DELEVERAGING,POST_DELEVERAGING_REBOUND,True,,True,,,True,post_deleveraging_rebound,recovery,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,85,forced_flow_and_exhaustion,forced_flow_and_exhaustion_events.parquet,post_deleveraging_rebound_event,,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,400,,,,,,,,,,,,,12,,,,,,24,,,,,,,,,,,,,,,,,,0.55,,25.0,100000.0,0.9,0.85,,,,,,,,,0,,,,,,,,0,,,,,,,,,,5.0,0.8,,,,48,,,,,,,,,,,0.7,0.001,6,12,,,,0.0025,0.75,,0.65,3,,,1.01,,,,,,,,,,,,,,5.0,0.7,,,2880,,,,,,,,,,,,,,0.7,0.55,,,,
PRICE_VOL_IMBALANCE_PROXY,LIQUIDITY_STRESS,LIQUIDITY_STRESS,PRICE_VOL_IMBALANCE_PROXY,True,,True,,,True,price_vol_imbalance,shock,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,price_vol_imbalance_proxy_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,288,0,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,288,,,,,,,,,0.9,288,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.9,,,,,,,
PULLBACK_PIVOT,TREND_CONTINUATION,TREND_CONTINUATION,PULLBACK_PIVOT,True,,True,,,True,pullback_pivot,recovery,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,70,trend_structure,trend_structure_events.parquet,pullback_pivot_event,breakout_followthrough|false_breakout_reversal|pullback_entry|trend_continuation|continuation|only_if_trend,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,450,,,,,,,,,,,2.5,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,
RANGE_BREAKOUT,TREND_CONTINUATION,TREND_CONTINUATION,RANGE_BREAKOUT,True,,True,,,True,range_breakout,breakout,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,70,trend_structure,trend_structure_events.parquet,range_breakout_event,breakout_followthrough|false_breakout_reversal|pullback_entry|trend_continuation|continuation|only_if_trend,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,450,,,,,,,,,,,2.5,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,
RANGE_COMPRESSION_END,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,RANGE_COMPRESSION_END,True,,True,,,True,range_compression_end,breakout,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,75,volatility_transition,volatility_transition_events.parquet,range_compression_end_event,mean_reversion|continuation|trend_continuation|volatility_expansion_follow|pullback_entry|only_if_regime,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,0.1,,,,,12,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,
SCHEDULED_NEWS_WINDOW_EVENT,SCHEDULED_TEMPORAL_WINDOW,SCHEDULED_TEMPORAL_WINDOW,SCHEDULED_NEWS_WINDOW_EVENT,True,,True,,,True,scheduled_news_window,window,contextual,context_tag,demote,multi_asset,market_wide,False,False,False,True,False,20,temporal_structure,temporal_structure_events.parquet,scheduled_news_window_event,mean_reversion|continuation,5m|15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,12,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQ_FND_EXTREME_THEN_BREAKOUT,BASIS_FUNDING_DISLOCATION,BASIS_FUNDING_DISLOCATION,SEQ_FND_EXTREME_THEN_BREAKOUT,True,,True,,,True,funding_extreme_then_breakout,confirmation,sequence_confirmed,composite,demote,single_asset,cross_venue,True,False,True,False,False,30,event_sequences,event_sequences.parquet,seq_fnd_extreme_then_breakout_event,,5m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,250,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQ_LIQ_VACUUM_THEN_DEPTH_RECOVERY,LIQUIDITY_STRESS,LIQUIDITY_STRESS,SEQ_LIQ_VACUUM_THEN_DEPTH_RECOVERY,True,,True,,,True,liquidity_vacuum_then_depth_recovery,confirmation,sequence_confirmed,composite,demote,single_asset,single_venue,True,False,True,False,False,30,event_sequences,event_sequences.parquet,seq_liq_vacuum_then_depth_recovery_event,,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,400,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQ_OI_SPIKEPOS_THEN_VOL_SPIKE,POSITIONING_EXPANSION,POSITIONING_EXPANSION,SEQ_OI_SPIKEPOS_THEN_VOL_SPIKE,True,,True,,,True,oi_spike_positive_then_vol_spike,confirmation,sequence_confirmed,composite,demote,single_asset,single_venue,True,False,True,False,False,30,event_sequences,event_sequences.parquet,seq_oi_spikepos_then_vol_spike_event,,5m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,250,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQ_VOL_COMP_THEN_BREAKOUT,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,VOLATILITY_RELAXATION_COMPRESSION_RELEASE,SEQ_VOL_COMP_THEN_BREAKOUT,True,,True,,,True,vol_compression_then_breakout,confirmation,sequence_confirmed,composite,demote,single_asset,single_venue,True,False,True,False,False,30,event_sequences,event_sequences.parquet,seq_vol_comp_then_breakout_event,,60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,350,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SESSION_CLOSE_EVENT,SCHEDULED_TEMPORAL_WINDOW,SCHEDULED_TEMPORAL_WINDOW,SESSION_CLOSE_EVENT,True,,True,,,True,session_close,window,contextual,context_tag,demote,multi_asset,market_wide,False,False,False,True,False,20,temporal_structure,temporal_structure_events.parquet,session_close_event,mean_reversion|continuation,5m|15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,12,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SESSION_OPEN_EVENT,SCHEDULED_TEMPORAL_WINDOW,SCHEDULED_TEMPORAL_WINDOW,SESSION_OPEN_EVENT,True,,True,,,True,session_open,window,contextual,context_tag,demote,multi_asset,market_wide,False,False,False,True,False,20,temporal_structure,temporal_structure_events.parquet,session_open_event,mean_reversion|continuation,5m|15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,12,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIPPAGE_SPIKE_EVENT,EXECUTION_FRICTION,EXECUTION_FRICTION,SLIPPAGE_SPIKE_EVENT,True,,True,,,True,slippage_spike,shock,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,65,execution_friction,execution_friction_events.parquet,slippage_spike_event,slippage_aware_filter|tail_risk_avoid,5m|15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
SPOT_PERP_BASIS_SHOCK,BASIS_FUNDING_DISLOCATION,BASIS_FUNDING_DISLOCATION,SPOT_PERP_BASIS_SHOCK,True,,True,,,True,spot_perp_basis_shock,shock,inferred_cross_asset,canonical,merge,single_asset,cross_venue,False,False,False,False,False,90,information_desync,information_desync_events.parquet,spot_perp_basis_shock_event,desync_repair|convergence|basis_repair|lead_lag_follow|divergence_continuation,5m|15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,500,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,0,15.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
SPREAD_BLOWOUT,LIQUIDITY_STRESS,LIQUIDITY_STRESS,SPREAD_BLOWOUT,True,,True,,,True,spread_widening,shock,direct,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,spread_blowout_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
SPREAD_REGIME_WIDENING_EVENT,EXECUTION_FRICTION,EXECUTION_FRICTION,SPREAD_REGIME_WIDENING_EVENT,True,,True,,,True,spread_regime_widening,persistence,direct,canonical,keep,single_asset,single_venue,False,False,False,False,False,65,execution_friction,execution_friction_events.parquet,spread_regime_widening_event,slippage_aware_filter|tail_risk_avoid,5m|15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,300,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,2880,0.25,,,,,,0,,,,,,,,0,,288,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,
SUPPORT_RESISTANCE_BREAK,TREND_CONTINUATION,TREND_CONTINUATION,SUPPORT_RESISTANCE_BREAK,True,,True,,,True,support_resistance_break,breakout,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,70,trend_structure,trend_structure_events.parquet,support_resistance_break_event,breakout_followthrough|false_breakout_reversal|pullback_entry|trend_continuation|continuation|only_if_trend,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,450,,,,,,,,,,,2.5,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,
SWEEP_STOPRUN,LIQUIDITY_STRESS,LIQUIDITY_STRESS,SWEEP_STOPRUN,True,,True,,,True,sweep_stoprun,shock,hybrid,canonical,merge,single_asset,single_venue,False,False,False,False,False,80,liquidity_dislocation,liquidity_dislocation_events.parquet,sweep_stoprun_event,mean_reversion|continuation|stop_run_repair|overshoot_repair|only_if_liquidity|slippage_aware_filter,15m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,600,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,0,,,,,,,,0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
TREND_ACCELERATION,TREND_CONTINUATION,TREND_CONTINUATION,TREND_ACCELERATION,True,,True,,,True,trend_acceleration,persistence,hybrid,canonical,keep,single_asset,single_venue,False,False,False,False,False,70,trend_structure,trend_structure_events.parquet,trend_acceleration_event,breakout_followthrough|false_breakout_reversal|pullback_entry|trend_continuation|continuation|only_if_trend,15m|60m,vol_regime|carry_state|funding_bps|ms_trend_state|ms_spread_state|severity_bucket,450,,,,,,,,,,,2.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,
